순위,도서명,상세링크,저자,출판사,출판일,판매가,정가,판매지수,평점,리뷰수,책소개
713,입상 교사만 아는 아무도 말해주지 않은 디지털교육연구대회 1등급의 비밀,https://www.yes24.com/product/goods/184642019,강인성,앤써북,2026년 04월,"15,120","16,800",660,10.0,15,
714,Play! SOLIDWORKS 솔리드웍스 2026 Master,https://www.yes24.com/product/goods/184510723,원동현,청담북스,2026년 03월,"33,250","35,000",150,,,
715,투닝,https://www.yes24.com/product/goods/184510719,김은지,문화출판더하다,2026년 03월,"19,800","22,000",84,,,
716,[할 수 있다!] 파워포인트 2021 활용,https://www.yes24.com/product/goods/184478217,정동임,시대인,2026년 04월,"10,800","12,000",84,9.8,10,
717,예제가 가득한 제미나이 길라잡이,https://www.yes24.com/product/goods/184402617,이승우,정보문화사,2026년 04월,"15,120","16,800",936,9.9,25,
718,LUVIT♥ 클로드와 함께하는 LLM 프로젝트,https://www.yes24.com/product/goods/184312468,이승우,제이펍,2026년 04월,"34,200","38,000",936,10.0,2,
719,스프링 부트 4 개발자 되기 + AI : 자바 편,https://www.yes24.com/product/goods/183794163,신선영,골든래빗,2026년 04월,"30,600","34,000",738,8.0,2,
720,모두를 위한 진짜 쎈 바이브 코딩 with 인스타그램 클론 코딩,https://www.yes24.com/product/goods/183754093,"전병우, 박윤철, 노마드코알라",리코멘드,2026년 04월,"25,200","28,000",918,9.8,26,
721,Vertex AI와 Gemini로 시작하는  생성형 AI 실전 개발,https://www.yes24.com/product/goods/183714326,김민형,디지털북스,2026년 04월,"28,800","32,000",864,,,
722,할 수 있다! 구글 크롬 기초&활용 with AI,https://www.yes24.com/product/goods/183702987,IT교재연구팀,시대인,2026년 04월,"10,800","12,000",240,9.8,12,
723,30가지 예제로 따라 하며 배우는 ComfyUI 클라우드,https://www.yes24.com/product/goods/183072607,"여승호, 신무경",제이펍,2026년 03월,"19,800","22,000","1,104",10.0,9,
724,"된다! 제미나이, 클로드, 챗GPT AI 챗봇 만들기",https://www.yes24.com/product/goods/182958115,"이재윤, 정해준",이지스퍼블리싱,2026년 03월,"18,900","21,000","3,756",9.5,15,
725,AI 시대의 IT 로컬라이제이션,https://www.yes24.com/product/goods/182892802,"정성희, 오오코시 히토미",커뮤니케이션북스,2026년 03월,"12,000","12,000",174,,,
726,30일 완성 제미나이 업무 혁명,https://www.yes24.com/product/goods/182813489,AI싱크클럽(이재만),루비페이퍼,2026년 04월,"23,400","26,000","1,068",9.9,45,
727,생성형 AI 시대 수학 교육,https://www.yes24.com/product/goods/182476796,"유주연, 정민주",커뮤니케이션북스,2026년 03월,"12,000","12,000",222,,,
728,GPT-5와 ChatGPT로 시작하는 멀티모달 AI 프로그래밍 실전 입문,https://www.yes24.com/product/goods/182457817,"후루카와 히데카즈, 최용",위키북스,2026년 03월,"28,800","32,000",210,,,
729,A2A × MCP 멀티에이전트 오케스트레이션 실전,https://www.yes24.com/product/goods/182413407,서지영,길벗,2026년 03월,"29,700","33,000","1,044",9.6,16,
730,제미나이로 구글·이미지·영상·자동화 진짜 잘함,https://www.yes24.com/product/goods/182116268,이호정,리코멘드,2026년 03월,"16,920","18,800","1,626",10.0,21,
731,상업용 AI 음악제작,https://www.yes24.com/product/goods/181819691,최이진,노하우(도서출판),2026년 03월,"29,700","33,000",378,,,
732,피지컬 AI 컴퓨팅 모빌리티 기초동작 편,https://www.yes24.com/product/goods/181126230,"김석진, 박경민, 신승호, 김학진",골든벨,2026년 03월,"28,500","30,000",198,,,
733,언리얼 엔진5 모바일 게임 만들기,https://www.yes24.com/product/goods/181125079,강상용,BOOKK(부크크),2026년 03월,"32,000","32,000",108,,,
734,"로봇, 그리고 로봇을 사랑하는 사람들",https://www.yes24.com/product/goods/181123366,"이브 헤롤드, 김창규",현암사,2026년 03월,"18,000","20,000",378,10.0,10,
735,가상 면접 사례로 배우는 생성형 AI 서비스 설계,https://www.yes24.com/product/goods/181114947,"알리 아미니안, 하오 성, 김지호, 조윤민",인사이트(insight),2026년 03월,"30,600","34,000","1,002",,,
736,아두이노제어 with generative AI,https://www.yes24.com/product/goods/181001457,장인갑,내하출판사,2026년 03월,"20,000","20,000",90,,,
737,안티그래비티 바이브 코딩 입문,https://www.yes24.com/product/goods/180485366,박규하,로드북,2026년 03월,"22,500","25,000","1,992",10.0,11,
738,n8n 업무 자동화 일잘러 되기,https://www.yes24.com/product/goods/180468863,"메이허, 에디 유",골든래빗,2026년 03월,"32,400","36,000","2,190",10.0,30,
739,Security Guide 2026 (V.21) - 공격용 AI vs 방어용 AI,https://www.yes24.com/product/goods/180335965,,(주)화산미디어,2026년 02월,"28,500","30,000",402,,,
740,5분 제미나이,https://www.yes24.com/product/goods/180162710,오종현,한빛미디어,2026년 02월,"21,600","24,000","2,286",9.9,34,
741,슬기로운 교사 생활 구글 클래스룸 수업 활용법,https://www.yes24.com/product/goods/180158155,유수근,골든래빗,2026년 03월,"24,120","26,800","1,158",9.9,108,
742,C++로 배우는 자료구조 및 알고리즘,https://www.yes24.com/product/goods/180138780,"Frank M. Carrano, 송하윤",프로텍미디어,2026년 02월,"44,000","44,000",108,,,
743,가장 쉬운 AI 앱 빌더 DIfy 실무 가이드,https://www.yes24.com/product/goods/179607096,"오노 사토시, 두발타고",AK(에이케이 커뮤니케이션즈),2026년 02월,"40,850","43,000",240,,,
744,코딩으로 피어나는 스마트팜 with 인공지능,https://www.yes24.com/product/goods/179606150,"표정완, 장원규",딩코랩,2026년 02월,"20,900","22,000",216,,,
745,"문제 해결의 힘, 컴퓨팅 사고력",https://www.yes24.com/product/goods/179605419,한옥영,성균관대학교출판부(SKKUP),2026년 02월,"25,000","25,000",108,,,
746,"세상을 복제하는 공장, Physical AI 데이터팩토리",https://www.yes24.com/product/goods/178728913,손병희,꾸그티처스,2026년 02월,"13,500","15,000",576,2.0,2,
747,누구나 쉽게 따라 하는 디지털 & AI,https://www.yes24.com/product/goods/178332725,"이정화, 남호정, 최상국, 하나",디지털콘텐츠그룹,2026년 02월,"16,200","18,000",642,,,
748,인벤터 설계,https://www.yes24.com/product/goods/178093876,"홍성기, 강민정",성안당,2026년 02월,"24,300","27,000",156,,,
749,AI와 함께라서,https://www.yes24.com/product/goods/177220266,"최원설, 이재하, 고은비",지식터,2026년 01월,"18,000","18,000",336,10.0,3,
750,어르신들을 위한 스마트폰 기초교실,https://www.yes24.com/product/goods/177123164,디지털콘텐츠그룹 편집부,디지털콘텐츠그룹,2026년 02월,"14,400","16,000",840,,,
751,인간중심 AI,https://www.yes24.com/product/goods/177078746,권유빈,커뮤니케이션북스,2026년 02월,"12,000","12,000",150,,,
752,허깅페이스로 배우는 멀티모달 모델,https://www.yes24.com/product/goods/177059661,"이정인, 정우준",디지털북스,2026년 03월,"19,800","22,000",360,10.0,2,
753,"누구나 쉽게 AI 작사 & 작곡 with 생성형 인공지능, 챗GPT, 수노, 유디오 (큰글자책)",https://www.yes24.com/product/goods/176920892,"현병욱(오땡큐), 신수진",시프트,2026년 02월,"39,000","39,000",258,,,
754,프리미어 프로 + 애프터 이펙트 CC 2026 무작정 따라하기,https://www.yes24.com/product/goods/176914166,"전은재, 민지영, 문수민, 앤미디어",길벗,2026년 02월,"24,300","27,000","1,260",9.7,26,
755,기본기부터 다시 새기는 러스트 특강,https://www.yes24.com/product/goods/176914164,"욘 옝세, 장현희",인사이트(insight),2026년 02월,"29,700","33,000",204,,,
756,팔란티어처럼 해체하고 연결하고 장악하라,https://www.yes24.com/product/goods/176538801,정관영,골든래빗,2026년 02월,"21,600","24,000","3,945",10.0,62,
757,ISO 42001 인공지능 경영시스템 인증 바이블,https://www.yes24.com/product/goods/176198950,강문정,한국인공지능검증원,2026년 01월,"30,000","30,000",234,,,
758,생성형AI 프롬프트 디자인,https://www.yes24.com/product/goods/175912211,한국생성형AI연구원,광문각출판미디어,2026년 02월,"30,000","30,000",528,,,
759,아두이노 프로그래밍,https://www.yes24.com/product/goods/175863613,"강성묵, 정보권",생능출판사,2026년 01월,"35,000","35,000",222,,,
760,"AI로 차트, 그래프, 인포그래픽 한 번에 끝내기",https://www.yes24.com/product/goods/175523653,이현,천그루숲,2026년 01월,"16,200","18,000","1,500",10.0,16,
761,"우리, 프로그래머들 We, Programmers",https://www.yes24.com/product/goods/175232277,"로버트 C. 마틴, 최희철",길벗,2026년 01월,"27,900","31,000","2,370",9.9,19,
762,"IT@CookBook, 유니티 입문",https://www.yes24.com/product/goods/175226784,"이종원, 신유철, 이승환",한빛아카데미,2026년 01월,"33,000","33,000",312,2.0,1,
763,출근길에 읽고 퇴근길에 완성하는 바이브 코딩,https://www.yes24.com/product/goods/175226781,노승헌,더 타이즈,2026년 02월,"19,800","22,000",996,,,
764,AI 프로젝트 100% 성공을 위한 체크리스트 17,https://www.yes24.com/product/goods/175133788,유진호,책만,2026년 01월,"25,200","28,000","3,408",9.9,18,
765,AI 디자인 활용백과,https://www.yes24.com/product/goods/175122641,채시은,스마트북스,2026년 01월,"22,500","25,000",936,10.0,2,
766,심리상담과 AI의 융합 (큰글자책),https://www.yes24.com/product/goods/175110074,이혜숙,커뮤니케이션북스,2026년 01월,"25,000","25,000",84,,,
767,네이버 블로그 역제안 가이드,https://www.yes24.com/product/goods/174795790,마케터C(김명경),한빛미디어,2026년 02월,"19,800","22,000","1,182",9.8,44,
768,MK에디션 CES 2026,https://www.yes24.com/product/goods/174267330,매일경제 CES 특별취재팀,매일경제신문사,2026년 01월,"18,000","20,000","2,814",10.0,2,
769,디지털 게임 레벨 디자인 가이드,https://www.yes24.com/product/goods/174031964,김익환,다윈의서재,2026년 01월,"65,000","65,000",96,,,
770,AI와 심리적 안정감,https://www.yes24.com/product/goods/174028749,원미영,커뮤니케이션북스,2026년 01월,"12,000","12,000",120,,,
771,AI와 도시 계획,https://www.yes24.com/product/goods/173650018,이희정,커뮤니케이션북스,2026년 01월,"12,000","12,000",162,10.0,2,
772,인공지능이 답할 때 교육은 무엇을 묻는가,https://www.yes24.com/product/goods/173183477,함영기,에듀니티교육연구소(에듀니티),2026년 01월,"18,000","20,000","4,812",10.0,8,
773,모던 API 아키텍처 설계 전략,https://www.yes24.com/product/goods/173033853,"제임스 고프, 대니얼 브라이언트, 매튜 어번, 장현희",책만,2026년 01월,"28,800","32,000","2,142",9.0,2,
774,코틀린&스프링 부트로 개발은 처음인데요,https://www.yes24.com/product/goods/171651782,정보근,더 타이즈,2026년 01월,"29,700","33,000",432,,,
775,제로클릭,https://www.yes24.com/product/goods/171566846,손승완,길벗,2026년 01월,"16,920","18,800","5,130",9.7,51,
776,유리링의 실전 게임 시스템 기획,https://www.yes24.com/product/goods/171377541,정윤지(유리링),한빛미디어,2026년 01월,"22,500","25,000","1,806",9.8,10,
777,코딩런 반려동물키우기  with 엔트리,https://www.yes24.com/product/goods/171013891,놀이교육콘텐츠랩,마린북스,2025년 12월,"13,500","15,000",474,,,
778,된다! 네이버 스마트플레이스,https://www.yes24.com/product/goods/170504548,고수진,이지스퍼블리싱,2026년 01월,"19,800","22,000","1,608",10.0,20,
779,SW코딩역량평가 TOSC 실전 기출문제 C 언어 편,https://www.yes24.com/product/goods/169604554,"김문석, 김도년, 전창재, 장문정, 홍석민",길벗캠퍼스,2025년 12월,"28,000","28,000",72,,,
780,AI를 움직이는 수학 이야기,https://www.yes24.com/product/goods/169407614,"후루시마 도오루, 하승민",한빛미디어,2025년 12월,"29,700","33,000","2,076",10.0,19,
781,리더는 AI에게 질문하지 않는다,https://www.yes24.com/product/goods/168871803,김희연,북피움,2026년 01월,"20,700","23,000","2,901",,,
782,이펙티브 타입스크립트 2판,https://www.yes24.com/product/goods/168759478,"댄 밴더캄, 장원호",인사이트(insight),2025년 12월,"31,500","35,000",660,,,
783,SW코딩역량평가 TOSC 실전 기출문제 파이썬 편,https://www.yes24.com/product/goods/168457235,"김문석, 강병현, 이수진, 이은상, 이현석, 정보 더 보기/감추기, 김문석, 강병현, 이수진, 이은상, 이현석, 김도엽, 홍석민",길벗캠퍼스,2025년 12월,"27,000","27,000",210,,,
784,"요즘 바이브 코딩 v0 + 커서 입문 PRD 기획·개발·배포, 일주일 완성",https://www.yes24.com/product/goods/168451090,김동학,골든래빗,2026년 01월,"25,200","28,000","1,440",9.4,7,
785,따라 하면서 완성하는 AWS 인프라 구축 입문,https://www.yes24.com/product/goods/168228070,최진영(럭키바닐라 3세),위키북스,2026년 01월,"31,500","35,000",828,,,
786,"Dify, 코딩 없이 AI 앱 개발의 시작",https://www.yes24.com/product/goods/168226328,"멀티코어, 조준희, 강장묵, 이상한, 윤철희",프리렉,2025년 12월,"22,500","25,000",744,10.0,4,
787,Google로 수업을 바꾸는 교사들의 시크릿,https://www.yes24.com/product/goods/167841837,"정진아, 권재범, 김학민, 박빛나, 박오종, 정보 더 보기/감추기, 정진아, 권재범, 김학민, 박빛나, 박오종, 심하루, 강경욱",교사크리에이터협회,2025년 12월,"18,900","21,000","3,786",10.0,54,
788,일잘러의 무기가 되는 엑셀 대시보드,https://www.yes24.com/product/goods/167785232,최준선,한빛미디어,2025년 12월,"24,300","27,000",714,9.4,7,
789,주얼리 디자인을 위한 미드저니(Midjourney) 가이드,https://www.yes24.com/product/goods/167600356,김규승,청담북스,2025년 11월,"23,750","25,000",72,,,
790,AI와 언어학,https://www.yes24.com/product/goods/167496127,이은송,커뮤니케이션북스,2025년 12월,"12,000","12,000",150,,,
791,회사에서 바로 통하는 파워포인트 FOR STARTERS,https://www.yes24.com/product/goods/167475617,이화진,한빛미디어,2025년 12월,"15,300","17,000","1,704",10.0,28,
792,Do it! C 언어 프로그래밍 입문,https://www.yes24.com/product/goods/167463219,조성호,이지스퍼블리싱,2025년 11월,"23,400","26,000","1,794",10.0,10,
793,키득키득반반한 코딩 어린이스크래치&엔트리with 인터넷+AI,https://www.yes24.com/product/goods/167455912,놀이교육콘텐츠랩,마린북스,2025년 11월,"12,600","14,000",960,,,
794,2026 AI 교육 트렌드,https://www.yes24.com/product/goods/167434734,"박소이, 유영걸, 오유나, 김영준, 김정환, 정보 더 보기/감추기, 박소이, 유영걸, 오유나, 김영준, 김정환, 정나래, 한창훈",길벗,2025년 12월,"22,500","25,000","5,349",10.0,23,
795,AI와 패션 디자인 (큰글자책),https://www.yes24.com/product/goods/167400777,"마진주, 정연이",커뮤니케이션북스,2025년 12월,"25,000","25,000",60,,,
796,AI 법률문서 작성법 : 형사사건편,https://www.yes24.com/product/goods/167387442,김종엽,박영사,2025년 12월,"28,000","28,000",684,6.0,2,
797,요즘 바이브 코딩 제미나이 CLI 완벽 가이드,https://www.yes24.com/product/goods/167384326,김진환,골든래빗,2025년 12월,"23,400","26,000","4,566",10.0,80,
798,한 권으로 끝내는 올인원 피그마,https://www.yes24.com/product/goods/165483454,오시내,제이펍,2025년 12월,"31,500","35,000","1,392",10.0,1,
799,현직교사가 만든 가장 쉬운 캔바 수업 활용! 캔바로 무엇이든 만들 수 있다,https://www.yes24.com/product/goods/165325500,"이서영, 유상숙, 양지현, 이상현",광문각출판미디어,2025년 11월,"19,000","19,000","2,568",9.8,38,
800,Prisma로 배우는 TypeScript 데이터베이스 프로그래밍 Prisma ORM 입문,https://www.yes24.com/product/goods/165140030,이규호,콩콩 컴퍼니,2025년 10월,"29,400","29,400",96,,,
801,AI와 무용 교육,https://www.yes24.com/product/goods/164773671,김경미,커뮤니케이션북스,2025년 11월,"12,000","12,000",126,,,
802,PyTorch로 배우는 딥러닝과 생성형 AI,https://www.yes24.com/product/goods/163744828,박유성,자유아카데미,2025년 11월,"43,000","43,000",621,3.0,2,
803,"바이브 코딩 너머 개발자 생존법: 개발자는 사라지지 않는다, 진화한다",https://www.yes24.com/product/goods/163601068,"애디 오스마니, 강민혁",한빛미디어,2025년 11월,"20,700","23,000","4,998",9.7,26,
804,직장인을 위한 미드저니 이미지 & 영상 제작,https://www.yes24.com/product/goods/163598008,"고희청, 박범희",성안당,2025년 11월,"24,300","27,000",402,9.7,43,
805,기획에서 출시까지 FastAPI 개발 백서,https://www.yes24.com/product/goods/162329199,차경묵,길벗,2025년 11월,"37,800","42,000",816,9.8,26,
806,MCP 실전 활용 & 서버 개발 핵심 가이드,https://www.yes24.com/product/goods/162224477,AI튜터랩,위키북스,2025년 11월,"25,200","28,000","2,820",10.0,1,
807,AI 개발자가 되고 싶으세요?,https://www.yes24.com/product/goods/162211876,"배휘동, 홍석용, 오현우, 정금호, 최남규, 정보 더 보기/감추기, 배휘동, 홍석용, 오현우, 정금호, 최남규, 김성완",로드북,2025년 11월,"22,500","25,000",630,10.0,5,
808,운영체제,https://www.yes24.com/product/goods/161918303,"박규석, 배인한, 김영찬",생능출판사,2025년 11월,"28,000","28,000",336,,,
809,시스템 성능 엔지니어링,https://www.yes24.com/product/goods/160780026,"브렌던 그레그, 이호연",인사이트(insight),2025년 11월,"55,800","62,000","1,692",,,
810,핸즈온 바이브 코딩,https://www.yes24.com/product/goods/160603535,정도현,한빛미디어,2025년 10월,"19,800","22,000","1,722",9.6,32,
811,파이썬으로 시작하는 머신러닝+딥러닝,https://www.yes24.com/product/goods/160497918,강지영,아이리포,2025년 11월,"25,200","28,000","1,266",10.0,5,
812,이것이 UX/UI 디자인이다,https://www.yes24.com/product/goods/160471520,조성봉,위키북스,2025년 10월,"31,500","35,000",600,,,
813,코딩 1도 몰라도 커서 AI와 대화하며 7가지 프로그램 만들기,https://www.yes24.com/product/goods/160409598,"이상용, 정동진",앤써북,2025년 10월,"16,200","18,000","1,026",10.0,21,
814,SAP Public Cloud와 Private Cloud Edition 완전 정복,https://www.yes24.com/product/goods/160136114,권영근,북랩,2025년 10월,"31,500","35,000",378,10.0,1,
815,"AI 음악 생성기, 수노(큰글자책)",https://www.yes24.com/product/goods/159636882,"양종모, 박은비",커뮤니케이션북스,2025년 10월,"25,000","25,000",84,,,
816,"머신러닝, 핵심만 빠르게!",https://www.yes24.com/product/goods/159566780,"안드리 부르코프, 박해선",인사이트(insight),2025년 10월,"21,600","24,000",858,10.0,1,
817,나노 바나나,https://www.yes24.com/product/goods/159417254,"문수민, 박범희, 앤미디어",생능북스,2025년 11월,"21,600","24,000","14,232",9.8,48,
818,AI와 전문직의 미래,https://www.yes24.com/product/goods/159257393,김예성,커뮤니케이션북스,2025년 10월,"12,000","12,000",564,,,
819,회사에서 바로 통하는 엑셀 FOR STARTERS,https://www.yes24.com/product/goods/159168206,전미진,한빛미디어,2025년 10월,"15,300","17,000","6,732",9.8,26,
820,한글 2022,https://www.yes24.com/product/goods/159074904,전경숙,교학사,2025년 10월,"13,500","15,000",258,,,
821,스타트업 서비스 설계는 처음인데요,https://www.yes24.com/product/goods/158727530,강대명,더 타이즈,2025년 10월,"29,700","33,000","2,496",10.0,2,
822,"리액트, Next.js로 완성하는 프론트엔드",https://www.yes24.com/product/goods/155152306,강경석,영진닷컴,2025년 10월,"32,400","36,000","1,842",10.0,11,
823,UX 교과서,https://www.yes24.com/product/goods/155060238,"앤서니 콘타, 이미령",길벗,2025년 10월,"29,700","33,000",582,9.9,14,
824,할루시네이션을 줄여주는 프롬프트 엔지니어링,https://www.yes24.com/product/goods/154648338,한성민,한빛미디어,2025년 09월,"28,800","32,000",858,8.7,6,
825,안녕! 엔트리 반가워! 인공지능,https://www.yes24.com/product/goods/154639992,"장병철, 이준기, 유경선, 이은경",씨마스,2025년 09월,"18,000","20,000",306,10.0,1,
826,"디지털 마케팅, AI로 날개를 달다",https://www.yes24.com/product/goods/154288955,김유영,위키북스,2025년 09월,"25,200","28,000","1,518",10.0,1,
827,AI와 미술 교육,https://www.yes24.com/product/goods/154254873,손지현,커뮤니케이션북스,2025년 09월,"12,000","12,000",246,,,
828,디지털 마케팅 용어 도감,https://www.yes24.com/product/goods/154238820,"다케우치 테츠야, 김모세",정보문화사,2025년 09월,"20,700","23,000",390,9.9,30,
829,코딩테스트로 배우는 파이썬 문제 풀이로 문법과 알고리즘을 한 번에 끝내는 실전 입문서,https://www.yes24.com/product/goods/154230854,엄가온,콩콩 컴퍼니,2025년 09월,"19,300","19,300",234,,,
830,AI와 여가·관광,https://www.yes24.com/product/goods/154100759,이정은,휴먼북스(교재),2025년 08월,"20,000","20,000",84,,,
831,크리핵티브의 한 권으로 끝내는 웹 해킹 바이블,https://www.yes24.com/product/goods/154076881,하동민(크리핵티브),한빛미디어,2025년 10월,"54,000","60,000","2,382",9.7,31,
832,처음 배우는 명암·구도·배색 : 그리고 싶은 그림을 배우는 일러스트 기초,https://www.yes24.com/product/goods/153848263,"시마자키 조제, 고영자",영진닷컴,2025년 09월,"18,000","20,000","1,158",9.9,14,
833,블렌더 3D CG 애니메이션 실전 입문,https://www.yes24.com/product/goods/153663554,"나츠모리 카츠, 김모세",AK(에이케이 커뮤니케이션즈),2025년 09월,"37,810","39,800",858,10.0,1,
834,헤드 퍼스트 소프트웨어 아키텍처,https://www.yes24.com/product/goods/153613588,"라주 간디, 마크 리처드, 닐 포드, 유동환, 최영수",한빛미디어,2025년 09월,"33,300","37,000","1,668",9.2,26,
835,밑바닥부터 시작하는 웹 브라우저,https://www.yes24.com/product/goods/153499985,"파벨 판체카, 크리스 해럴슨, 이형욱, 최병운",한빛미디어,2025년 09월,"40,500","45,000","2,250",10.0,5,
836,"기본 이론에서 실무 예제까지, HANA 기반 Easy ABAP 3.0",https://www.yes24.com/product/goods/153497959,"김성준, 박재형, 임재원, 한익환, 장성일",프리렉,2025년 09월,"54,000","60,000","3,786",10.0,2,
837,이공계생을 위한 파이썬 필수예제 2,https://www.yes24.com/product/goods/153290513,윤성호,지오북스,2025년 10월,"25,000","25,000","1,164",,,
838,AI 3대 강국,https://www.yes24.com/product/goods/153085270,박영선,나남출판사,2025년 09월,"16,200","18,000",798,,,
839,"생성형 AI와 엔트리로 12가지 인공지능 작품 만들기 with 뤼튼, 캔바, 미리캔버스, 투닝, ChatGPT, 위스크, 수노",https://www.yes24.com/product/goods/153061112,"전진아, 김수연",앤써북,2025년 09월,"18,900","21,000","3,372",10.0,11,
840,"미드저니와 ComfyUI로 완성하는, 게임 그래픽",https://www.yes24.com/product/goods/152649327,양영민,비엘북스,2025년 08월,"29,700","33,000","2,022",10.0,2,
841,AI와 문화 기술,https://www.yes24.com/product/goods/152579254,김돈정,커뮤니케이션북스,2025년 09월,"12,000","12,000",456,10.0,1,
842,한 걸음 앞선 개발자가 지금 꼭 알아야 할 클로드 코드,https://www.yes24.com/product/goods/152379887,"조훈, 정찬훈",길벗,2025년 09월,"23,400","26,000","9,618",8.9,19,
843,초보자도 쉽게 배우는 엑셀 2024 길라잡이,https://www.yes24.com/product/goods/152363144,김영주,정보문화사,2025년 09월,"20,700","23,000",966,9.7,28,
844,AI와 국악 창작 교육,https://www.yes24.com/product/goods/152307412,"권혜근, 정영선",커뮤니케이션북스,2025년 08월,"12,000","12,000",144,,,
845,데이터 리터러시를 높이는 데이터 시각화,https://www.yes24.com/product/goods/152302455,"네이선 야우, 한상택",인사이트(insight),2025년 09월,"29,700","33,000","1,662",,,
846,프롬프트 엔지니어의 업무 가이드북,https://www.yes24.com/product/goods/152026446,최영우,책과나무,2025년 08월,"19,800","22,000",564,,,
847,된다! 하루 만에 만드는 AI 사진 & 이미지,https://www.yes24.com/product/goods/151780100,김원석,이지스퍼블리싱,2025년 08월,"16,020","17,800","3,942",10.0,40,
848,Do it! 알고리즘 코딩 테스트 파이썬 편,https://www.yes24.com/product/goods/151761784,김종관,이지스퍼블리싱,2025년 09월,"31,500","35,000","2,106",7.0,8,
849,라즈베리파이5로 구현하는 사물인터넷(IoT)과 인공지능(AI) 자율주행 자동차,https://www.yes24.com/product/goods/151682700,"이현, 김경연, 김명생",광문각,2025년 08월,"26,000","26,000",474,,,
850,돌꿈_컴기초꿈트리(윈도우11_AI 친구들),https://www.yes24.com/product/goods/151379311,"KIE 기획연구실, 방컴(쌤과 아이들)",아카데미소프트,2025년 09월,"12,600","14,000","1,386",,,
851,데이터ㆍAI 시스템 아키텍트를 위한 실무 가이드,https://www.yes24.com/product/goods/151347071,윤대희,위키북스,2025년 08월,"37,800","42,000",636,,,
852,AI 영상×미드저니·런웨이·소라·클링·하이루오,https://www.yes24.com/product/goods/151152657,안재홍,길벗,2025년 08월,"23,400","26,000","4,086",9.6,16,
853,그림으로 개념 잡는 네트워크 입문,https://www.yes24.com/product/goods/151045539,C.I.K,앤써북,2025년 08월,"15,930","17,700",420,9.3,3,
854,LLM 상담과 심리 치료,https://www.yes24.com/product/goods/150866742,강수정,커뮤니케이션북스,2025년 08월,"12,000","12,000",210,,,
855,딥러닝 제대로 이해하기,https://www.yes24.com/product/goods/150795058,"사이먼 J. D. 프린스, 고연이",제이펍,2025년 08월,"34,200","38,000","2,883",9.7,7,
856,교사를 위한 실무 한글 _ 학교 업무 효율성 높이는 66제,https://www.yes24.com/product/goods/150709449,한동규,앤써북,2025년 08월,"15,930","17,700","3,090",9.8,19,
857,챗GPT 공부 혁명,https://www.yes24.com/product/goods/150556693,"전지영, 백수현, 이효진, 장수영, 손소영",포르체,2025년 08월,"20,700","23,000","1,650",9.9,16,
858,콘텐츠 디자인은 피그마 with AI,https://www.yes24.com/product/goods/150110126,김선영,골든래빗,2025년 08월,"23,400","26,000","5,400",9.8,10,
859,AX 방법론,https://www.yes24.com/product/goods/150093763,노주환,공존의미학,2025년 08월,"18,000","20,000",198,,,
860,기업과 고객을 파괴하는 해킹과 사이버 보안의 모든 것,https://www.yes24.com/product/goods/150027797,"유진 스파포드, 리 메트칼프, 조사이어 다이크스트라, 김경곤, 장은경, 정보 더 보기/감추기, 유진 스파포드, 리 메트칼프, 조사이어 다이크스트라, 김경곤, 장은경, 박기성",책만,2025년 08월,"29,700","33,000","2,226",10.0,6,
861,AI와 디지털 헬스케어,https://www.yes24.com/product/goods/149866407,임미가,커뮤니케이션북스,2025년 08월,"12,000","12,000",192,,,
862,만화로 쉽게 배우는 시계열 분석,https://www.yes24.com/product/goods/149745776,"다카하시 이치로, 권기태",성안당,2025년 07월,"16,200","18,000",252,,,
863,아는 만큼 보이는 생성형 AI,https://www.yes24.com/product/goods/149680614,김주영,길벗,2025년 07월,"19,800","22,000","1,692",9.7,26,
864,AI 의인화,https://www.yes24.com/product/goods/149374586,"김보경, 김소연",커뮤니케이션북스,2025년 07월,"12,000","12,000",84,,,
865,구글 AI Gemini 그림 초등왕,https://www.yes24.com/product/goods/149243919,코딩 코치스,BOOKK(부크크),2025년 07월,"15,800","15,800",222,,,
866,PostgreSQL DBA를 위한 Admin 이야기,https://www.yes24.com/product/goods/149195623,"김시연, 최두원",디비안(DBian),2025년 07월,"26,100","29,000","2,430",10.0,1,
867,인프라 엔지니어의 교과서,https://www.yes24.com/product/goods/149193207,"사노 유타카, 김성훈",길벗,2025년 07월,"19,800","22,000","1,698",10.0,11,
868,디자인 트렌드 아카이브 포토샵 & 일러스트레이터,https://www.yes24.com/product/goods/149190058,김혜주,제이펍,2025년 07월,"21,600","24,000","3,162",9.9,14,
869,#100일챌린지,https://www.yes24.com/product/goods/148895796,"오츠카 아미, 류두진",인사이트(insight),2025년 07월,"16,200","18,000","1,212",9.7,37,
870,AI 융합 교육 교사,https://www.yes24.com/product/goods/148848952,김귀훈,커뮤니케이션북스,2025년 07월,"12,000","12,000",120,,,
871,생성형 AI를 활용한 논문 작성법,https://www.yes24.com/product/goods/148767861,김귀훈,홍릉,2025년 06월,"29,000","29,000",990,,,
872,마인크래프트 건축 가이드 마법 프로젝트,https://www.yes24.com/product/goods/148704026,"Mojang Studio, 강세중",영진닷컴,2025년 07월,"12,600","14,000","1,056",10.0,2,
